bloque,semana_inicio,etapa,tipo,titulo,autor_creador,link,descripcion,gratis_o_pago
A,38,embarazo,frase,"Estás a término: tu bebé puede llegar en cualquier momento, y eso también está bien.",Anónimo,,Frase de acompañamiento para la semana 38 de embarazo.,gratis
A,39,embarazo,articulo,Semana 39 de embarazo: su cuerpo y su bebé,KidsHealth - Hospital Sant Joan de Déu,https://kidshealth.org/HospitalSantJoandeDeu/es/parents/week39.html,Calendario semanal ilustrado con el desarrollo del bebé y los cambios en el cuerpo de la madre en la semana 39 de gestación.,gratis
A,39,embarazo,guia,Guía OMS de cuidados durante el trabajo de parto: manual del usuario,Organización Mundial de la Salud (OMS),https://iris.who.int/server/api/core/bitstreams/7f978b53-99c0-42ca-9b8e-c0adb24132a8/content,"Recomendaciones basadas en evidencia sobre los cuidados durante el trabajo de parto, útil a medida que se acerca la fecha probable de parto.",gratis
A,39,embarazo,frase,"Estás a término: tu bebé puede llegar en cualquier momento, y eso también está bien.",Anónimo,,Frase de acompañamiento para la semana 39 de embarazo.,gratis
A,40,embarazo,articulo,Semana 40 de embarazo: su cuerpo y su bebé,KidsHealth - Hospital Sant Joan de Déu,https://kidshealth.org/HospitalSantJoandeDeu/es/parents/week40.html,Calendario semanal ilustrado con el desarrollo del bebé y los cambios en el cuerpo de la madre en la semana 40 de gestación.,gratis
A,40,embarazo,guia,Guía OMS de cuidados durante el trabajo de parto: manual del usuario,Organización Mundial de la Salud (OMS),https://iris.who.int/server/api/core/bitstreams/7f978b53-99c0-42ca-9b8e-c0adb24132a8/content,"Recomendaciones basadas en evidencia sobre los cuidados durante el trabajo de parto, útil a medida que se acerca la fecha probable de parto.",gratis
A,40,embarazo,frase,"Estás a término: tu bebé puede llegar en cualquier momento, y eso también está bien.",Anónimo,,Frase de acompañamiento para la semana 40 de embarazo.,gratis
A,37,embarazo,articulo,"Semana 37 de embarazo: movimiento del bebé, flujo y señales de parto",Guiainfantil.com,https://www.guiainfantil.com/articulos/embarazo/etapas/37-semanas-de-embarazo/,"Explica los signos de que el parto se acerca: tapón mucoso, contracciones y encajamiento del bebé.",gratis
A,40,embarazo,articulo,40 semanas de embarazo o gestación: el parto y el nacimiento del bebé,Guiainfantil.com,https://www.guiainfantil.com/articulos/embarazo/etapas/40-semanas-de-embarazo/,Qué esperar en la semana de la fecha probable de parto y cuándo consultar si el trabajo de parto no comienza.,gratis
A,1,postparto,articulo,Primera semana de vida del recién nacido,Club Familias,https://www.clubfamilias.com/es/semana-1-bebe,Qué esperar del bebé y de la lactancia en los primeros días tras el nacimiento.,gratis
A,1,postparto,articulo,Sangrado postparto (loquios): qué es normal y cuándo preocuparse,"Diana Martínez, matrona",https://dianamartinezmatrona.com/sangrado-postparto/,Explica cómo evoluciona el sangrado postparto en las primeras semanas y qué señales requieren consulta médica.,gratis
A,1,postparto,video,Cómo cuidar al bebé recién nacido en casa,Pediatra (canal de divulgación pediátrica),https://www.youtube.com/watch?v=l5EcmjvjjLQ,Una pediatra responde las dudas más comunes sobre el cuidado del recién nacido en casa.,gratis
A,1,postparto,frase,Las primeras dos semanas no son para tener todo resuelto: son para conocerse mutuamente.,Anónimo,,Frase de acompañamiento para la semana 1 de postparto.,gratis
A,2,postparto,articulo,Primera semana de vida del recién nacido,Club Familias,https://www.clubfamilias.com/es/semana-1-bebe,Qué esperar del bebé y de la lactancia en los primeros días tras el nacimiento.,gratis
A,2,postparto,articulo,Sangrado postparto (loquios): qué es normal y cuándo preocuparse,"Diana Martínez, matrona",https://dianamartinezmatrona.com/sangrado-postparto/,Explica cómo evoluciona el sangrado postparto en las primeras semanas y qué señales requieren consulta médica.,gratis
A,2,postparto,video,Cómo cuidar al bebé recién nacido en casa,Pediatra (canal de divulgación pediátrica),https://www.youtube.com/watch?v=l5EcmjvjjLQ,Una pediatra responde las dudas más comunes sobre el cuidado del recién nacido en casa.,gratis
A,2,postparto,frase,Las primeras dos semanas no son para tener todo resuelto: son para conocerse mutuamente.,Anónimo,,Frase de acompañamiento para la semana 2 de postparto.,gratis
A,3,postparto,articulo,Baby blues: cuando la tristeza llega tras el parto,Psiconervion (psicología),https://psiconervion.es/blog/baby-blues-tristeza-posparto/,"Explica el baby blues, muy frecuente en los primeros diez días de postparto, y cómo diferenciarlo de una depresión posparto.",gratis
A,3,postparto,articulo,Ictericia neonatal,FAPap - Asociación Española de Pediatría de Atención Primaria,https://fapap.es/articulo/143/ictericia-neonatal,"Explica qué es la ictericia neonatal, cuándo es normal y cuándo requiere seguimiento médico.",gratis
A,3,postparto,video,Cómo y cuándo bañar a un bebé recién nacido,Canal de pediatría y crianza,https://www.youtube.com/watch?v=lJMDbhGdguY,Explicación paso a paso de cómo dar el primer baño al bebé recién nacido.,gratis
A,3,postparto,frase,"Si algo te duele el alma en estos días, no es debilidad: es adaptación.",Anónimo,,Frase de acompañamiento para la semana 3 de postparto.,gratis
A,4,postparto,articulo,Baby blues: cuando la tristeza llega tras el parto,Psiconervion (psicología),https://psiconervion.es/blog/baby-blues-tristeza-posparto/,"Explica el baby blues, muy frecuente en los primeros diez días de postparto, y cómo diferenciarlo de una depresión posparto.",gratis
A,4,postparto,articulo,Ictericia neonatal,FAPap - Asociación Española de Pediatría de Atención Primaria,https://fapap.es/articulo/143/ictericia-neonatal,"Explica qué es la ictericia neonatal, cuándo es normal y cuándo requiere seguimiento médico.",gratis
A,4,postparto,video,Cómo y cuándo bañar a un bebé recién nacido,Canal de pediatría y crianza,https://www.youtube.com/watch?v=lJMDbhGdguY,Explicación paso a paso de cómo dar el primer baño al bebé recién nacido.,gratis
A,4,postparto,frase,"Si algo te duele el alma en estos días, no es debilidad: es adaptación.",Anónimo,,Frase de acompañamiento para la semana 4 de postparto.,gratis
A,5,postparto,articulo,Cuarentena postparto: qué esperar y cómo cuidarte,"Diana Martínez, matrona",https://dianamartinezmatrona.com/cuarentena-postparto/,Qué implica la cuarentena o puerperio y cómo cuidarse física y emocionalmente durante esas semanas.,gratis
A,5,postparto,articulo,Cómo son las revisiones del puerperio o cuarentena,Natalben,https://www.natalben.com/revisiones-postparto-cuarentena-puerperio,"Explica qué se evalúa en la revisión médica de las 6 semanas postparto: suelo pélvico, cicatriz y anticoncepción.",gratis
A,5,postparto,podcast,Bienestar emocional en embarazo y posparto,Especialista en psiquiatría perinatal,https://open.spotify.com/show/48XX6JntF5QBfZ89aev3CF,Podcast centrado en el cuidado de la salud mental durante el embarazo y el posparto.,gratis
A,5,postparto,frase,Llegar a la revisión de las seis semanas ya es un logro: celebralo.,Anónimo,,Frase de acompañamiento para la semana 5 de postparto.,gratis
A,6,postparto,articulo,Cuarentena postparto: qué esperar y cómo cuidarte,"Diana Martínez, matrona",https://dianamartinezmatrona.com/cuarentena-postparto/,Qué implica la cuarentena o puerperio y cómo cuidarse física y emocionalmente durante esas semanas.,gratis
A,6,postparto,articulo,Cómo son las revisiones del puerperio o cuarentena,Natalben,https://www.natalben.com/revisiones-postparto-cuarentena-puerperio,"Explica qué se evalúa en la revisión médica de las 6 semanas postparto: suelo pélvico, cicatriz y anticoncepción.",gratis
A,6,postparto,podcast,Bienestar emocional en embarazo y posparto,Especialista en psiquiatría perinatal,https://open.spotify.com/show/48XX6JntF5QBfZ89aev3CF,Podcast centrado en el cuidado de la salud mental durante el embarazo y el posparto.,gratis
A,6,postparto,frase,Llegar a la revisión de las seis semanas ya es un logro: celebralo.,Anónimo,,Frase de acompañamiento para la semana 6 de postparto.,gratis
A,7,postparto,articulo,Recomendaciones de sueño en lactantes,Asociación Española de Pediatría (AEP),https://www.aeped.es/enfamilia/salud-en-familia/recomendaciones-de-sueno-en-lactantes,Recomendaciones oficiales de pediatras sobre el sueño seguro de bebés y lactantes.,gratis
A,7,postparto,libro,Dormir sin lágrimas: dejarle llorar no es la solución,"Rosa Jové, psicóloga infantil",https://www.casadellibro.com/libro-dormir-sin-lagrimas-dejarle-llorar-no-es-la-solucion/9788497346474/1141288,"Libro de referencia sobre el sueño infantil desde una mirada respetuosa, sin métodos de adiestramiento.",pago
A,7,postparto,podcast,Lactando,"Asociación Lactando, con Almudena Pernas (matrona e IBCLC)",https://open.spotify.com/show/3yLyQBjK9IeVUDP0pqdRJa,Podcast con matronas y consultoras certificadas en lactancia que comparten experiencias y consejos.,gratis
A,7,postparto,frase,No hay una sola forma correcta de ir durmiendo de a poco: la tuya también vale.,Anónimo,,Frase de acompañamiento para la semana 7 de postparto.,gratis
A,8,postparto,articulo,Recomendaciones de sueño en lactantes,Asociación Española de Pediatría (AEP),https://www.aeped.es/enfamilia/salud-en-familia/recomendaciones-de-sueno-en-lactantes,Recomendaciones oficiales de pediatras sobre el sueño seguro de bebés y lactantes.,gratis
A,8,postparto,libro,Dormir sin lágrimas: dejarle llorar no es la solución,"Rosa Jové, psicóloga infantil",https://www.casadellibro.com/libro-dormir-sin-lagrimas-dejarle-llorar-no-es-la-solucion/9788497346474/1141288,"Libro de referencia sobre el sueño infantil desde una mirada respetuosa, sin métodos de adiestramiento.",pago
A,8,postparto,podcast,Lactando,"Asociación Lactando, con Almudena Pernas (matrona e IBCLC)",https://open.spotify.com/show/3yLyQBjK9IeVUDP0pqdRJa,Podcast con matronas y consultoras certificadas en lactancia que comparten experiencias y consejos.,gratis
A,8,postparto,frase,No hay una sola forma correcta de ir durmiendo de a poco: la tuya también vale.,Anónimo,,Frase de acompañamiento para la semana 8 de postparto.,gratis
A,9,postparto,articulo,Cuándo puedes volver a hacer ejercicio después del parto,Oh Mamá Matrona,https://ohmamamatrona.com/ejercicio-despues-del-parto-cuando-empezar/,Explica cuándo es seguro retomar la actividad física según el tipo de parto y la recuperación individual.,gratis
A,9,postparto,guia,Guía de Ejercicios Postparto,Suelo Pélvico Valencia (clínica especializada),https://www.suelopelvico.eu/guia-de-ejercicios-postparto/,Guía con ejercicios seguros y progresivos para la recuperación del suelo pélvico y el abdomen.,gratis
A,9,postparto,podcast,"Pélvium, tu podcast sobre suelo pélvico",Fisioterapeutas especializadas en suelo pélvico,https://podcasts.apple.com/es/podcast/p%C3%A9lvium-tu-podcast-sobre-suelo-p%C3%A9lvico/id1470902032,"Podcast dedicado a la salud del suelo pélvico, con episodios sobre recuperación postparto.",gratis
A,9,postparto,frase,Escuchá a tu cuerpo antes que al calendario para volver a moverte.,Anónimo,,Frase de acompañamiento para la semana 9 de postparto.,gratis
A,10,postparto,articulo,Cuándo puedes volver a hacer ejercicio después del parto,Oh Mamá Matrona,https://ohmamamatrona.com/ejercicio-despues-del-parto-cuando-empezar/,Explica cuándo es seguro retomar la actividad física según el tipo de parto y la recuperación individual.,gratis
A,10,postparto,guia,Guía de Ejercicios Postparto,Suelo Pélvico Valencia (clínica especializada),https://www.suelopelvico.eu/guia-de-ejercicios-postparto/,Guía con ejercicios seguros y progresivos para la recuperación del suelo pélvico y el abdomen.,gratis
A,10,postparto,podcast,"Pélvium, tu podcast sobre suelo pélvico",Fisioterapeutas especializadas en suelo pélvico,https://podcasts.apple.com/es/podcast/p%C3%A9lvium-tu-podcast-sobre-suelo-p%C3%A9lvico/id1470902032,"Podcast dedicado a la salud del suelo pélvico, con episodios sobre recuperación postparto.",gratis
A,10,postparto,frase,Escuchá a tu cuerpo antes que al calendario para volver a moverte.,Anónimo,,Frase de acompañamiento para la semana 10 de postparto.,gratis
A,11,postparto,articulo,Autocuidado postparto: cuándo y cómo volver a entrenar,Nestlé Bebé,https://www.nestlebebe.es/articulo/autocuidado-en-el-postparto-cuando-y-como-volver-entrenar,Recomendaciones sobre cómo retomar el autocuidado y el entrenamiento físico hacia el final del cuarto trimestre.,gratis
A,11,postparto,articulo,El rol de la pareja en el postparto,Casa de Parto,https://casadeparto.cl/blogs/news/el-rol-de-la-pareja-en-el-postparto,Aborda cómo la pareja puede seguir apoyando activamente al cierre del cuarto trimestre.,gratis
A,11,postparto,libro,"Ser mamá. Guía de embarazo, parto y posparto con evidencia y emoción","Nazareth Olivera Belart, matrona e IBCLC",https://www.penguinlibros.com/us/196977-nazareth-olivera-belart,Incluye una sección sobre el cierre del cuarto trimestre y la vuelta gradual a la rutina.,pago
A,11,postparto,frase,"El cuarto trimestre se cierra, pero seguís teniendo derecho a pedir ayuda.",Anónimo,,Frase de acompañamiento para la semana 11 de postparto.,gratis
A,12,postparto,articulo,Autocuidado postparto: cuándo y cómo volver a entrenar,Nestlé Bebé,https://www.nestlebebe.es/articulo/autocuidado-en-el-postparto-cuando-y-como-volver-entrenar,Recomendaciones sobre cómo retomar el autocuidado y el entrenamiento físico hacia el final del cuarto trimestre.,gratis
A,12,postparto,articulo,El rol de la pareja en el postparto,Casa de Parto,https://casadeparto.cl/blogs/news/el-rol-de-la-pareja-en-el-postparto,Aborda cómo la pareja puede seguir apoyando activamente al cierre del cuarto trimestre.,gratis
A,12,postparto,libro,"Ser mamá. Guía de embarazo, parto y posparto con evidencia y emoción","Nazareth Olivera Belart, matrona e IBCLC",https://www.penguinlibros.com/us/196977-nazareth-olivera-belart,Incluye una sección sobre el cierre del cuarto trimestre y la vuelta gradual a la rutina.,pago
A,12,postparto,frase,"El cuarto trimestre se cierra, pero seguís teniendo derecho a pedir ayuda.",Anónimo,,Frase de acompañamiento para la semana 12 de postparto.,gratis
